  Index  name           key                      s       l              spin.x              spin.y              spin.z
   1592  BLA2LE         Sbend              116.806   5.902  0.1799185766667743 -0.0009242572267885  0.9836810720547516
   1613  BLA4LE         Sbend              141.533   5.902 -0.7671973253009263 -0.0009244552854972  0.6414104843495583
   1619  BLA4LE         Sbend              149.780   5.902 -0.9362381800583003 -0.0009244085598682 -0.3513647900258950
   1651  B2E            Sbend              173.606   5.902 -0.3196256303050042 -0.0009244204167133 -0.9475434564699536
   1673  B2E            Sbend              191.203   5.902  0.5321165690184637 -0.0009244483712325 -0.8466705985040652
   1706  B2E            Sbend              216.116   5.902  0.9924121470068452 -0.0009243623185932 -0.1229523323388865
   1712  B2E            Sbend              224.364   5.902  0.7226489251735313 -0.0009243655139452  0.6912146385124815
   1744  B2E            Sbend              249.276   5.902 -0.0787242272470752 -0.0009243006527344  0.9968960034590660
   1766  B2E            Sbend              266.874   5.902 -0.8221846971594211 -0.0009243130962235  0.5692200535840027
   1798  B2E            Sbend              291.786   5.902 -0.9608125631898068 -0.0009243471054095 -0.2771973376478672
   1804  B2E            Sbend              300.034   5.902 -0.3926276267269104 -0.0009243370006922 -0.9196970655231573
   1836  B2E            Sbend              324.947   5.902  0.4643901859911116 -0.0009244308074761 -0.8856302279071252
   1856  B2E            Sbend              342.544   5.902  0.9797836867263641 -0.0009243886583592 -0.2000576735106822
   1888  B2E            Sbend              366.755   5.902  0.7744083807314410 -0.0009243852682275  0.6326853920905613
   1920  B2E            Sbend              391.304   5.902 -0.0006532383859150 -0.0009243711564881  0.9999993594085850
   1954  B2E            Sbend              415.515   5.902 -0.7752343411005546 -0.0009243401402297  0.6316730657339280
   1974  B2E            Sbend              433.112   5.902 -0.9795214623692539 -0.0009243745653106 -0.2013376524390476
   2008  B2E            Sbend              458.025   5.902 -0.4632327457055075 -0.0009243891397223 -0.8862361811677855
   2014  B2E            Sbend              466.273   5.902  0.3938288712201279 -0.0009243451777088 -0.9191833145675985
   2050  B2E            Sbend              491.185   5.902  0.9611739248049208 -0.0009243494970984 -0.2759417182180250
   2070  B2E            Sbend              508.783   5.902  0.8214402914003391 -0.0009243400068592  0.5702937780299570
   2104  B2E            Sbend              533.695   5.902  0.0774217441075384 -0.0009242787440283  0.9969980036329835
   2110  B2E            Sbend              541.943   5.902 -0.7235514211920924 -0.0009243042190563  0.6902698650184711
   2146  B2E            Sbend              566.856   5.902 -0.9922506508839448 -0.0009243509187215 -0.1242489090325198
   2166  B2E            Sbend              584.453   5.902 -0.5310099425848616 -0.0009243481343224 -0.8473650845158500
   2196  B2E            Sbend              609.366   5.902  0.3208633481115448 -0.0009244215689476 -0.9471250483877081
   2202  B2E            Sbend              617.613   5.902  0.9366964711491556 -0.0009244328430026 -0.3501412091723053
   2242  B2E            Sbend              642.880   5.902  0.8634575337876657 -0.0009244016596907  0.5044206903239594



