  Index  name     key                      s       l              spin.x              spin.y              spin.z
   1706  B2EALSQ1 Sol_Quad           210.275   0.061  0.5403705848252438  0.0059119479505090 -0.8414063702676911
   1707  B2EALP1  Patch              210.275   0.000  0.5398819282916827  0.0059119479505090 -0.8417199964213047
   1708  B2EALSQ1 Sol_Quad           210.337   0.061  0.5479972305890249  0.0128456225658912 -0.8363815069976441
   1709  B2EALP1  Patch              210.337   0.000  0.5475114904735253  0.0128456225658912 -0.8366995624358543
   1710  B2EALSQ1 Sol_Quad           210.398   0.061  0.5554881142318506  0.0198757505567578 -0.8312868996242782
   1711  B2EALP1  Patch              210.398   0.000  0.5550053310544470  0.0198757505567578 -0.8316093055281102
   1712  B2EALSQ1 Sol_Quad           210.460   0.061  0.5628413774351050  0.0270005882611331 -0.8261238115927314
   1713  B2EALP1  Patch              210.460   0.000  0.5623615909825221  0.0270005882611331 -0.8264504880639587
   1714  B2EALSQ1 Sol_Quad           210.521   0.061  0.5700551960231334  0.0342183685530136 -0.8208935233881398
   1715  B2EALP1  Patch              210.521   0.000  0.5695784453388850  0.0342183685530136 -0.8212243894691061
   1716  B2EALSQ1 Sol_Quad           210.583   0.061  0.5771277804164741  0.0415273012782345 -0.8155973322173745
   1717  B2EALP1  Patch              210.583   0.000  0.5766541037911482  0.0415273012782345 -0.8159323059110798
   1718  B2EALSQ1 Sol_Quad           210.644   0.061  0.5840573760765524  0.0489255736961194 -0.8102365516866515
   1719  B2EALP1  Patch              210.644   0.000  0.5835868110382831  0.0489255736961194 -0.8105755499770952
   1720  B2EALSQ1 Sol_Quad           210.706   0.061  0.5908422639417118  0.0564113509268149 -0.8048125114750900
   1721  B2EALP1  Patch              210.706   0.000  0.5903748472468403  0.0564113509268149 -0.8051554503478687
   1722  B2EALSQ1 Sol_Quad           210.767   0.061  0.5974807608544687  0.0639827764041734 -0.7993265570043177
   1723  B2EALP1  Patch              210.767   0.000  0.5970165284783961  0.0639827764041734 -0.7996733514674700
   1724  B2EALSQ1 Sol_Quad           210.829   0.061  0.6039712199798912  0.0716379723341067 -0.7937800491041949
   1725  B2EALP1  Patch              210.829   0.000  0.6035102071081261  0.0716379723341067 -0.7941306132092899
   1726  B2EALSQ1 Sol_Quad           210.890   0.061  0.6103120312149727  0.0793750401582625 -0.7881743636747692
   1727  B2EALP1  Patch              210.890   0.000  0.6098542722343739  0.0793750401582625 -0.7885286105382323
   1728  B2EALSQ1 Sol_Quad           210.952   0.061  0.6165016215889108  0.0871920610229347 -0.7825108913445331
   1729  B2EALP1  Patch              210.952   0.000  0.6160471500791292  0.0871920610229347 -0.7828687331692044
   1730  B2EALSQ1 Sol_Quad           211.013   0.061  0.6225384556541833  0.0950870962530809 -0.7767910371250824
   1731  B2EALP1  Patch              211.013   0.000  0.6220873043793043  0.0950870962530809 -0.7771523852220023
   1732  B2EALSQ1 Sol_Quad           211.075   0.061  0.6284210358683110  0.1030581878313265 -0.7710162200622770
   1733  B2EALP1  Patch              211.075   0.000  0.6279732367686982  0.1030581878313265 -0.7713809848726938
   1734  B2EALSQ1 Sol_Quad           211.136   0.061  0.6341479029662203  0.1111033588818417 -0.7651878728839849
   1735  B2EALP1  Patch              211.136   0.000  0.6337034871505652  0.1111033588818417 -0.7655559640015781
   1736  B2EALSQ1 Sol_Quad           211.198   0.061  0.6397176363230972  0.1192206141589711 -0.7593074416445206
   1737  B2EALP1  Patch              211.198   0.000  0.6392766340606747  0.1192206141589711 -0.7596787678378353
   1738  B2EALSQ2 Sol_Quad           211.259   0.061  0.6451286961118927  0.1274093906235604 -0.7533762755979917
   1739  B2EALP2  Patch              211.259   0.000  0.6446911368887881  0.1274093906235604 -0.7537507447412398
   1740  B2EALSQ2 Sol_Quad           211.320   0.061  0.6503798892002933  0.1356662048279041 -0.7473959329508056
   1741  B2EALP2  Patch              211.320   0.000  0.6499458015980154  0.1356662048279041 -0.7477734522251404
   1742  B2EALSQ2 Sol_Quad           211.382   0.061  0.6554699126074993  0.1439890089699148 -0.7413678971753341
   1743  B2EALP2  Patch              211.382   0.000  0.6550393243463932  0.1439890089699148 -0.7417483730050779
   1744  B2EALSQ2 Sol_Quad           211.443   0.061  0.6603975033469567  0.1523757388854795 -0.7352936636284908
   1745  B2EALP2  Patch              211.443   0.000  0.6599704412792964  0.1523757388854795 -0.7356770017043570
   1746  B2EALSQ2 Sol_Quad           211.505   0.061  0.6651614387406503  0.1608243145634106 -0.7291747391796251
   1747  B2EALP2  Patch              211.505   0.000  0.6647379288439473  0.1608243145634106 -0.7295608444821208
   1748  B2EALSQ2 Sol_Quad           211.566   0.061  0.6697605367233372  0.1693326406642475 -0.7230126418353530
   1749  B2EALP2  Patch              211.566   0.000  0.6693406040938666  0.1693326406642475 -0.7234014186583593
   1750  B2EALSQ2 Sol_Quad           211.628   0.061  0.6741936561366347  0.1778986070427541 -0.7168089003614292
   1751  B2EALP2  Patch              211.628   0.000  0.6737773249831810  0.1778986070427541 -0.7172002523359520
   1752  B2EALSQ2 Sol_Quad           211.689   0.061  0.6784596970128807  0.1865200892739973 -0.7105650539017565
   1753  B2EALP2  Patch              211.689   0.000  0.6780469906507046  0.1865200892739973 -0.7109588840198421
   1754  B2EALSQ2 Sol_Quad           211.751   0.061  0.6825576008486987  0.1951949491828583 -0.7042826515946320
   1755  B2EALP2  Patch              211.751   0.000  0.6821485416937271  0.1951949491828583 -0.7046788622334423
   1756  B2EALSQ2 Sol_Quad           211.812   0.061  0.6864863508681900  0.2039210353768399 -0.6979632521863236
