 Index   name               key               s         l       spin.x          spin.y          spin.z
     99  ESLE470            Marker               0.470   0.000    0.0008303925   -0.0385549974    0.9992561346
    100  QC1LPE475          Sad_Mult             0.480   0.010    0.0008614007   -0.0390501107    0.9992368822
    101  ESLE480            Marker               0.480   0.000    0.0008614007   -0.0390501107    0.9992368822
    102  QC1LPE485          Sad_Mult             0.490   0.010    0.0008922842   -0.0394899956    0.9992195675
    103  ESLE490            Marker               0.490   0.000    0.0008922842   -0.0394899956    0.9992195675
    104  QC1LPE495          Sad_Mult             0.500   0.010    0.0009229287   -0.0398652156    0.9992046401
    105  ESLE500            Marker               0.500   0.000    0.0009229287   -0.0398652156    0.9992046401
    106  QC1LPE505          Sad_Mult             0.510   0.010    0.0009532073   -0.0401643440    0.9991926325
    107  ESLE510            Marker               0.510   0.000    0.0009532073   -0.0401643440    0.9991926325
    108  QC1LPE515          Sad_Mult             0.520   0.010    0.0009829793   -0.0403734123    0.9991841779
    109  ESLE520            Marker               0.520   0.000    0.0009829793   -0.0403734123    0.9991841779
    110  QC1LPE525          Sad_Mult             0.530   0.010    0.0010120859   -0.0404754006    0.9991800226
    111  ESLE530            Marker               0.530   0.000    0.0010120859   -0.0404754006    0.9991800226
    112  MQC1LE             Monitor              0.530   0.000    0.0010120859   -0.0404754006    0.9991800226
    113  QC1LPE535          Sad_Mult             0.540   0.010    0.0010403465   -0.0404497222    0.9991810335
    114  ESLE540            Marker               0.540   0.000    0.0010403465   -0.0404497222    0.9991810335
    115  QC1LPE545          Sad_Mult             0.550   0.010    0.0010675567   -0.0402715720    0.9991882009
    116  ESLE550            Marker               0.550   0.000    0.0010675567   -0.0402715720    0.9991882009
    117  QC1LPE555          Sad_Mult             0.560   0.010    0.0010934887   -0.0399107774    0.9992026492
    118  ESLE560            Marker               0.560   0.000    0.0010934887   -0.0399107774    0.9992026492
    119  QC1LPE565          Sad_Mult             0.570   0.010    0.0011178964   -0.0393303538    0.9992256370
    120  ESLE570            Marker               0.570   0.000    0.0011178964   -0.0393303538    0.9992256370
    121  QC1LPE575          Sad_Mult             0.580   0.010    0.0011405269   -0.0384852618    0.9992585170
    122  ESLE580            Marker               0.580   0.000    0.0011405269   -0.0384852618    0.9992585170
    123  QC1LPE585          Sad_Mult             0.590   0.010    0.0011611464   -0.0373212386    0.9993026453
    124  ESLE590            Marker               0.590   0.000    0.0011611464   -0.0373212386    0.9993026453
    125  QC1LPE595          Sad_Mult             0.600   0.010    0.0011795775   -0.0357737417    0.9993592187
    126  ESLE600            Marker               0.600   0.000    0.0011795775   -0.0357737417    0.9993592187
    127  QC1LPE601          Sad_Mult             0.600   0.000    0.0011791982   -0.0357737503    0.9993592188
